Venue Name	URL	Score	Issue Category	Severity	Issue Description	Recommended Improvement
St Augustines	https://www.kentvenues.co.uk/venues/st-augustines	40	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
St Augustines	https://www.kentvenues.co.uk/venues/st-augustines	40	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
St Augustines	https://www.kentvenues.co.uk/venues/st-augustines	40	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
St Augustines	https://www.kentvenues.co.uk/venues/st-augustines	40	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
St Augustines	https://www.kentvenues.co.uk/venues/st-augustines	40	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
St Augustines	https://www.kentvenues.co.uk/venues/st-augustines	40	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St Augustines	https://www.kentvenues.co.uk/venues/st-augustines	40	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St Augustine's Priory	https://www.kentvenues.co.uk/venues/st-augustines-priory	53	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
St Augustine's Priory	https://www.kentvenues.co.uk/venues/st-augustines-priory	53	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
St Augustine's Priory	https://www.kentvenues.co.uk/venues/st-augustines-priory	53	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
St Augustine's Priory	https://www.kentvenues.co.uk/venues/st-augustines-priory	53	contact	warning	No social media links — all three social icons are unfilled placeholders	"Add the venue's Facebook, Twitter/X and Instagram profile URLs"
St Augustine's Priory	https://www.kentvenues.co.uk/venues/st-augustines-priory	53	contact	suggestion	No venue website link on the listing	Embed or link the venue's own website so visitors can research further
St Augustine's Priory	https://www.kentvenues.co.uk/venues/st-augustines-priory	53	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St Augustine's Priory	https://www.kentvenues.co.uk/venues/st-augustines-priory	53	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St Barnabas Church Hall	https://www.kentvenues.co.uk/venues/st-barnabas-church-hall	69	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
St Barnabas Church Hall	https://www.kentvenues.co.uk/venues/st-barnabas-church-hall	69	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
St Barnabas Church Hall	https://www.kentvenues.co.uk/venues/st-barnabas-church-hall	69	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St Barnabas Church Hall	https://www.kentvenues.co.uk/venues/st-barnabas-church-hall	69	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St Barnabas Church Hall	https://www.kentvenues.co.uk/venues/st-barnabas-church-hall	69	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	contact	warning	"Missing social media link(s): Instagram (shown as a dead ""#"" link)"	"Add the venue's Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St Clere Estate	https://www.kentvenues.co.uk/venues/st-clere-estate	28	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St Edmund’s School	https://www.kentvenues.co.uk/venues/st-edmunds-school	58	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
St Edmund’s School	https://www.kentvenues.co.uk/venues/st-edmunds-school	58	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
St Edmund’s School	https://www.kentvenues.co.uk/venues/st-edmunds-school	58	facilities	warning	Only 1 facilities listed (Parking)	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
St Edmund’s School	https://www.kentvenues.co.uk/venues/st-edmunds-school	58	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
St Edmund’s School	https://www.kentvenues.co.uk/venues/st-edmunds-school	58	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
St Edmund’s School	https://www.kentvenues.co.uk/venues/st-edmunds-school	58	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St Edmund’s School	https://www.kentvenues.co.uk/venues/st-edmunds-school	58	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St George Hotel	https://www.kentvenues.co.uk/venues/st-george-hotel	76	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
St George Hotel	https://www.kentvenues.co.uk/venues/st-george-hotel	76	contact	warning	"Missing social media link(s): Twitter/X, Instagram (shown as a dead ""#"" link)"	"Add the venue's Twitter/X and Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
St George Hotel	https://www.kentvenues.co.uk/venues/st-george-hotel	76	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St George Hotel	https://www.kentvenues.co.uk/venues/st-george-hotel	76	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St George's Business Park	https://www.kentvenues.co.uk/venues/st-georges-business-park	49	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
St George's Business Park	https://www.kentvenues.co.uk/venues/st-georges-business-park	49	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
St George's Business Park	https://www.kentvenues.co.uk/venues/st-georges-business-park	49	facilities	warning	"Only 2 facilities listed (Wifi, Parking)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
St George's Business Park	https://www.kentvenues.co.uk/venues/st-georges-business-park	49	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
St George's Business Park	https://www.kentvenues.co.uk/venues/st-georges-business-park	49	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
St George's Business Park	https://www.kentvenues.co.uk/venues/st-georges-business-park	49	contact	warning	"Missing social media link(s): Twitter/X, Instagram (shown as a dead ""#"" link)"	"Add the venue's Twitter/X and Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
St George's Business Park	https://www.kentvenues.co.uk/venues/st-georges-business-park	49	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St George's Business Park	https://www.kentvenues.co.uk/venues/st-georges-business-park	49	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St Julians Club	https://www.kentvenues.co.uk/venues/st-julians-club	45	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
St Julians Club	https://www.kentvenues.co.uk/venues/st-julians-club	45	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
St Julians Club	https://www.kentvenues.co.uk/venues/st-julians-club	45	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
St Julians Club	https://www.kentvenues.co.uk/venues/st-julians-club	45	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
St Julians Club	https://www.kentvenues.co.uk/venues/st-julians-club	45	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
St Julians Club	https://www.kentvenues.co.uk/venues/st-julians-club	45	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St Julians Club	https://www.kentvenues.co.uk/venues/st-julians-club	45	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St Martin's Priory	https://www.kentvenues.co.uk/venues/st-martins-priory	41	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
St Martin's Priory	https://www.kentvenues.co.uk/venues/st-martins-priory	41	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
St Martin's Priory	https://www.kentvenues.co.uk/venues/st-martins-priory	41	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
St Martin's Priory	https://www.kentvenues.co.uk/venues/st-martins-priory	41	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
St Martin's Priory	https://www.kentvenues.co.uk/venues/st-martins-priory	41	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
St Martin's Priory	https://www.kentvenues.co.uk/venues/st-martins-priory	41	contact	warning	"Missing social media link(s): Facebook, Instagram (shown as a dead ""#"" link)"	"Add the venue's Facebook and Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
St Martin's Priory	https://www.kentvenues.co.uk/venues/st-martins-priory	41	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
St Martin's Priory	https://www.kentvenues.co.uk/venues/st-martins-priory	41	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	description	critical	Missing or extremely short venue description	"Write a detailed description (200+ words) covering the venue's character, history, setting, and what makes it unique"
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	photos	critical	No photographs on the listing	"Add a minimum of 5 high-quality photographs showing the venue exterior, main spaces, and set-up examples"
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	contact	critical	"No contact information at all — no email, no social media, no website link"	Add at minimum a contact email and the venue's website and social media links so enquirers can reach the venue directly
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
St Peters Hall	https://www.kentvenues.co.uk/venues/st-peters-hall	0	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	contact	warning	No contact email address behind the enquiry form	Set the venue's enquiry email so the contact form reaches the venue (currently enquirers can only use the site-wide form)
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	contact	warning	No social media links — all three social icons are unfilled placeholders	"Add the venue's Facebook, Twitter/X and Instagram profile URLs"
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Stone Lodge B&B	https://www.kentvenues.co.uk/venues/stone-lodge-b-b	28	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Stonelees Golf Centre	https://www.kentvenues.co.uk/venues/stonelees-golf-centre	83	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Stonelees Golf Centre	https://www.kentvenues.co.uk/venues/stonelees-golf-centre	83	contact	warning	"Missing social media link(s): Instagram (shown as a dead ""#"" link)"	"Add the venue's Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Stonelees Golf Centre	https://www.kentvenues.co.uk/venues/stonelees-golf-centre	83	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Stonelees Golf Centre	https://www.kentvenues.co.uk/venues/stonelees-golf-centre	83	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	description	warning	Description is very short (72 characters)	"Expand the description to at least 200 characters covering key details like venue style, setting, and ideal event types"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	photos	warning	Only 1 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	facilities	warning	Only 1 facilities listed (Swimming Pool)	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	contact	warning	"Missing social media link(s): Twitter/X (shown as a dead ""#"" link)"	"Add the venue's Twitter/X profile URL(s) — the placeholder ""#"" links look broken to visitors"
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Stour Centre	https://www.kentvenues.co.uk/venues/stour-centre	23	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Sun Pier House	https://www.kentvenues.co.uk/venues/sun-pier-house	36	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Sun Pier House	https://www.kentvenues.co.uk/venues/sun-pier-house	36	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Sun Pier House	https://www.kentvenues.co.uk/venues/sun-pier-house	36	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Sun Pier House	https://www.kentvenues.co.uk/venues/sun-pier-house	36	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Sun Pier House	https://www.kentvenues.co.uk/venues/sun-pier-house	36	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Sun Pier House	https://www.kentvenues.co.uk/venues/sun-pier-house	36	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Sun Pier House	https://www.kentvenues.co.uk/venues/sun-pier-house	36	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Sun Pier House	https://www.kentvenues.co.uk/venues/sun-pier-house	36	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	contact	warning	"Missing social media link(s): Twitter/X (shown as a dead ""#"" link)"	"Add the venue's Twitter/X profile URL(s) — the placeholder ""#"" links look broken to visitors"
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Sundridge Park Manor	https://www.kentvenues.co.uk/venues/sundridge-park-manor	28	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Swarling Manor	https://www.kentvenues.co.uk/venues/swarling-manor	32	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	contact	warning	"Missing social media link(s): Instagram (shown as a dead ""#"" link)"	"Add the venue's Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Tacos Locos	https://www.kentvenues.co.uk/venues/tacos-locos	36	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	photos	critical	No photographs on the listing	"Add a minimum of 5 high-quality photographs showing the venue exterior, main spaces, and set-up examples"
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	contact	warning	"Missing social media link(s): Twitter/X, Instagram (shown as a dead ""#"" link)"	"Add the venue's Twitter/X and Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	contact	suggestion	No venue website link on the listing	Embed or link the venue's own website so visitors can research further
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Taproom Ashford	https://www.kentvenues.co.uk/venues/taproom-ashford	10	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	description	critical	Missing or extremely short venue description	"Write a detailed description (200+ words) covering the venue's character, history, setting, and what makes it unique"
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	photos	critical	No photographs on the listing	"Add a minimum of 5 high-quality photographs showing the venue exterior, main spaces, and set-up examples"
Tenterden Town Hall	https://www.kentvenues.co.uk/venues/tenterden-town-hall	0	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
